,text,label
338,"I read recently in cold black and white print that there was around 10,000 nigerians in Ireland ... Now you say close to 300,000 ????!",noHate
339,Is this true ?,noHate
340,These people who want foreign aid increased are the same people who walk past irish people living rough on the streets and they do n't care about the old people who the government ignores .,noHate
341,16,noHate
342,"I had a few of the CDs and gave them all away , let me see if i can get you a copy !!!!",noHate
343,Don't think you supremacists would ever be able to build up the force of resistance that Irish Republicans did mate .,noHate
344,Look on in jealousy !!! 2508,noHate
345,"Lie, lie , lie !!!",noHate
346,Irish men are SOOOOOOO beautiful !!!!,noHate
347,"I love their darker hair , their skin , their eyes !",noHate
348,They are stunning !! * KISS * 2056,noHate
349,the article says they went into mainstream schooling so i think that must have played a role in it.the drugs were proscribed to them for health problems,noHate
350,There is an active community here - you just need to get off the net to find it .,noHate
351,Use PM to get in touch .,noHate
352,How could you begin to tell people that all this multi cultural stuff is wrong without being hated on by our fellow people ?,noHate
353,Yeah it was the same way when I was going to school in Calgary. the problem is they have like 8 kids where we only have about 1-2 children usually .,noHate
354,Are only chapter right now is in the Fraser Valley near Vancouver but were looking to open chapters all over Canada .,noHate
355,Some Natives were driving around in a truck a few years ago .,noHate
356,Nothing unusual about that except it said on the back window .,noHate
357,"`` Work harder white boy , my brother needs a new truck '' .",noHate
358,True story,noHate
359,put the kids in a ophanage and arrest the whore of a mother to a point of not having more biracial kids 8 kids have to suffer all their lives to due a whore,hate
360,"There are other ' Games ' , similar to the first you described , eg : 1 ] FIFA , and 2 ] The British FA ......",noHate
361,"BTW Im led to believe that Football [ soccer ] was invented in Somalia , in about 1066 AD .",noHate
362,"Pigs bladders were not used there , and the footballs were made from Camels doings .",noHate
363,Like I said earlier the English have been subjected to a far worse campaign of indoctrination than the rest of us .,noHate
364,"I have to admit I do n't think I 've ever met a Briton ??? and I am English , so you must know something that I do n't know ??? , good for you .",noHate
365,"What I do know is that I live on a small Island and it seems that a lot of people from various countries in the world are willing to desert their homelands and their families just to come here , in my mind that tells me a lot about said people and their home countries , most of all it highlights their weaknesses of how their own countries have let them down and how they feel the need to feed off somebody elses country , how should we English interpret this without sounding rude ??? , locust ??? , parasite ??? , you tell me .",hate
366,I base this post on the fact that I live a few hundred yards from the house I was born in and have never felt the desire to suck the milk from anything other than an English nipple .,noHate
367,My Mind 's Eye - Small Faces - YouTube,noHate
368,I would not even use anything that man says winston churchill is the reason we are in this mess in the first place the bastard should have been shot,noHate
369,I think they have .,noHate
370,I have this vision of a left christian screeching ' the meek shall inherit the earth `` as a member of the peaceful religion goes a chopping .... humour .,noHate
371,What do i know ? ?!!!!! ...,noHate
372,Why would you want to see this pollution spread further into our gene pool ?,hate
373,Thank the Gods she has chosen to go with her own kind .,hate
374,"I have just followed the link for the BDP , tried to check the policies only to be shown a lot of Latin that translates as total gobbledegook !",noHate
375,Hacked website ?,noHate
376,A happy St. David 's day to all of our Welsh compatriots !,noHate
377,"From your one time enemies , and now eternal allies , the English",noHate
378,today i had an assembly on diversity and how we should embrace other cultures and learn about them .,noHate
379,Not one mention about burns night our own culture .,noHate
380,Re: What is happening in our schools ?,noHate
381,Simple truth is that sadly they are preparing them for the only future that marxism offers -,noHate
382,Don't be ridiculous !,noHate
383,"So you advocate independence , just to join another sovereign Nation ( As Wales would be in this hypothetical scenario ) ?",noHate
384,Indeed.,noHate
385,The OP has gone to sunnier climes for a couple of weeks so I 'll close this now and explain to him on his return ....,noHate
386,Don't care much for football these days and sincerely hope that the team called England get a hiding but i will be wearing my new Serbia shirt during the tournament.COME ON SERBIA DO US PROUD !,noHate
387,"is anyone else fed up with people using the so called race card against you ? if so , tell us about it",noHate
388,No I will not be buying guns and bullets .,noHate
389,And it 's not my fault the BNP is run by a gangster .,noHate
390,Yeah iam from Edinburgh and i when i was at secondary school my classes where full of blacks and pakis and half them could hardly speak english .,noHate
391,"i do this and the looks i get out of disgust are regular but i happily carry on walking and laugh them off , they think showing me a few pictures of negro kids on a poster without a burger is going to make me want to give money to them ?",noHate
392,ye i heard that one to. or ' we all came from Africa any way so why dose it matter ' ........ my answer ? ' we evolved to be better',hate
393,yes it is dying down the only way we could beat our problem is by voting for BNP in the next election,noHate
394,Hello to all my friends here on the forum .,noHate
395,"Well , the warm weather is coming in and guess what , I now have to painstakingly endure all the offspring of these immigrants , Africans , foeigners ( Im putting them all because there is that many of them ) all playing out the front of the flats in the small garden area , screeching and shouting and their hyena pitched laughing .",hate
396,"There is a sign up , placed by the council , stating `` No Ball Games '' , so what are they doing , yes playing football .",noHate
397,"Playing with their scooters , bikes and other NOISY toys right outside our windows .",noHate
398,Can hardly hear our tv .,noHate
399,It got so bad that I literally sat outside with our dog ( he was on a lead ) .,noHate
400,They all p * * * * d off and stayed up their end with that stupid look on their faces .,noHate
401,I sat there for 5 minutes and then took the dog for a walk .,noHate
402,"There must have been about 10 of them , all black , and others coming in to join them .",noHate
403,There was not one white child amongst them .,noHate
404,Oh yes and to round it all off we have new neighbours moved in .,noHate
405,Foreign of course .,noHate
406,I had to open the landing window earlier because the stench of their cooking was overpowering .,noHate
407,Thankyou all for allowing me to vent as I feel so angry .......,noHate
408,he wrote the truth and you dont know if he is white or not as none knows who post here is a confirmed white .,noHate
409,On the other hand point to anything he posted as not to be the absolute truth .,noHate
410,"Every time I see a black security guard they are either sat down or on the phone , they have no proffesionalism whatsoever .",hate
411,"Yes, more homosexual degeneracy foisted upon the silent majority .",hate
412,Dare to speak out in a country with supposed free speech and you 're labelled a bigot !,noHate
413,Absolutely ridiculous .,noHate
414,Hey I 'm not really new to browsing the forums but i 've only just got his account and have decided to become more active online and in day to day life .,noHate
